ID;Region;Reported Date;num;num_men;num_female;num_children;cause;location;Information Source;Location Coordinates
53701;US-Mexico Border;April 05, 2020;1;1;;;Drowned;Las Cruces, Piedras Negras, Coahuila, Mexico;Zócalo;28.709460903906, -100.510735628340
53710;Central America;April 05, 2020;1;1;;;Vehicle accident;San Lorenzo Soltepec, Tlaxcala, Mexico;El Gritón;19.604444400000, -98.311944400000
53984;Central America;April 04, 2020;1;1;;;Neurological infection;In a hospital in Rivas Township, Nicaragua;La Prensa;11.432666300000, -85.823025100000
53720;North Africa;April 03, 2020;41;1;2;;Drowned;24km off the coast of Tan-Tan, Morocco;Caminando Fronteras, Le12.ma, Le Monde;28.588880438987, -11.501111667578
53735;Central America;April 03, 2020;1;;1;;Sickness or lack of access to medicines;Chiquimula, Guatemala;Prensa Libre;14.792489700000, -89.545045800000
53801;US-Mexico Border;April 02, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.163190400000, -112.998958600000
53800;US-Mexico Border;April 02, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057701900000, -112.143021500000
53700;Mediterranean;April 01, 2020;1;;;;Drowned;Remains recovered on Al Maya Shore, Zawiyah, Libya;IOM Libya;32.792615604333, 12.733749617969
53709;US-Mexico Border;April 01, 2020;1;1;;;Drowned;Rio Bravo, Matamoros, Tamaulipas, Mexico;Astro Noticias;25.880791109659, -97.492593473294
53715;US-Mexico Border;April 01, 2020;1;;1;;Vehicle accident;Tucson, Arizona, USA;Instituto Oaxaqueño de Atención al Migrante, El Imparcial;32.222606600000, -110.974710800000
53692;Mediterranean;March 30, 2020;3;;;;Drowned;4km north of Plage idi Medjdoub, Kharouba, province of Mostaganem, Algeria;Réflexion, Liberté Algérie, Le Quotidien d'Oran;35.980307792028, 0.053532635693
53691;South America;March 30, 2020;3;2;1;;Violent death;Brisas del Hon Kong, Puerto Asís, Putumayo, Colombia;Red de Derechos Humanos del Putumayo, Paimonte y Sucumbíos;0.498509700000, -76.497742800000
54737;US-Mexico Border;March 29, 2020;2;1;1;;Drowned;Rio Bravo in Tamaulipas, Mexico;Instituto Nacional de Migración (Grupos Beta);26.032439674963, -98.072630175488
53699;North Africa;March 27, 2020;22;;1;;Drowned;17 nautical miles west off of Dakhla, Morocco;Assbah, 2Ma;27.886158765535, -13.596987620312
52944;US-Mexico Border;March 25, 2020;1;;;;Drowned;In a canal next to Cougar Park, El Paso, Texas, USA;El Diario de El Paso;31.642268303630, -106.301859960850
52943;US-Mexico Border;March 25, 2020;1;;;;Unknown;Comanche Ranch, Maverick County, Texas, USA;Zócalo;28.697183000000, -100.398082400000
52941;Sub-Saharan Africa;March 24, 2020;64;64;;;Asphyxiation;Inside truck at the Mussacana weight bridge in Tete, Mozambique, travelling from Malawi;IOM Mozambique;-16.132810400000, 33.606385500000
53799;US-Mexico Border;March 24, 2020;1;;1;;Violent death;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.338253000000, -110.937977000000
53798;US-Mexico Border;March 24, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.053309900000, -111.498193300000
52940;US-Mexico Border;March 23, 2020;1;1;;;Drowned;Río Bravo, Reynosa Díaz, Tamaulipas, Mexico;Hora Cero;26.216274548847, -98.455532892590
53797;US-Mexico Border;March 22, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.458807000000, -110.316946000000
54100;Middle East;March 21, 2020;1;1;;;Drowned;Evros/Meriç River, Ipsala District, Turkey;Gendarmerie General Command Turkey via IOM Turkey;40.936068923491, 26.349867763672
52935;Central America;March 21, 2020;1;1;;;Accident ;Acultzingo, Veracruz, Mexico;e-veracruz;18.715656300000, -97.307765900000
54699;US-Mexico Border;March 20, 2020;1;1;;;Cardiac arrest;Rio Grande near Los Ebanos, Hidalgo County, Texas, USA;Hidalgo County Sheriff's Office;26.243405100000, -98.561688500000
52936;US-Mexico Border;March 20, 2020;1;1;;;Unknown;Cuevitas, Texas, USA;US Customs and Border Protection;26.258771200000, -98.576222400000
54099;Middle East;March 20, 2020;1;1;;;Violent death;Evros/Meriç River, Ipsala District, Turkey;Gendarmerie General Command Turkey via IOM Turkey;40.938143771984, 26.343001308594
53725;US-Mexico Border;March 20, 2020;1;1;;;Dehydration;Laredo, Texas, USA;Voz Imparcial;27.497470708519, -99.428587666602
53703;US-Mexico Border;March 20, 2020;1;1;;;Drowned;Rio Bravo, Eagle Pass, Maverick County, Texas, USA;Rancherita;28.710724157147, -100.508104468850
54175;US-Mexico Border;March 19, 2020;1;;;;Presumed exposure;Unspecified location in the Sonoran desert in Arizona, USA;Comisión de Derechos Humanos del Estado de Puebla;32.248000900000, -112.916139900000
52942;US-Mexico Border;March 19, 2020;1;1;;;Drowned;Río Bravo, Nuevo Laredo, Tamaulipas, Mexico;Milenio;27.502148604333, -99.528630312012
52937;US-Mexico Border;March 18, 2020;1;;;;Drowned;In a canal close to the Zaragoza international bridge, El Paso, Texas, USA;El Paso Times;31.671592141195, -106.336887510060
54255;South America;March 17, 2020;16;14;2;2;Drowned;Off the coast of Piedras Negras, Falcon, Venezuela (on route to Aruba) - Departed from Tarfaya Beach on the same day;La Gran Aldea;12.163817900000, -69.926745000000
53740;Caribbean;March 17, 2020;16;;;2;Drowned;Off the coast of Piedras Negras, Paraguaná, Venezuela;El Pitazo, El Tiempo, Noticia al Día;12.169019879520, -69.922110142822
52939;US-Mexico Border;March 17, 2020;1;1;;;Drowned;Río Bravo, Nuevo Laredo, Tamaulipas, Mexico;Vox Pópuli Noticias;27.504401812255, -99.528887804077
53844;Sub-Saharan Africa;March 16, 2020;1;1;;;Sickness or lack of access to medicines;Agadez, Niger;IOM Niger;16.974168900000, 7.986535000000
53716;North Africa;March 16, 2020;3;3;;;Unknown;Wadi Suf Al-Jin, Bani Walid, Libya;IOM Libya, Libya Observer;31.797583100000, 14.053676000000
52934;US-Mexico Border;March 14, 2020;1;1;;;Drowned;Piedras Negras, Coahuila, Mexico (near international bridge #2);Zócalo;28.704906410021, -100.512366411430
54370;US-Mexico Border;March 14, 2020;1;1;;;Vehicle accident;Nogales, Sonora, Mexico;Cubanoti;31.301185500000, -110.938104700000
52932;Southeast Asia;March 14, 2020;2;;2;;Vehicle Accident;Nikhom Phatthana, Rayong, Thailand;Bangkok Post;12.829911400000, 101.204333300000
53736;US-Mexico Border;March 14, 2020;5;5;;;Drowned;Rio Bravo, Nuevo Laredo, Tamaulipas, Mexico;Diario El Mercurio, Radio Limón;27.450062505076, -99.495328004883
53796;US-Mexico Border;March 12, 2020;1;1;;;Violent death;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.264416000000, -112.738833000000
54487;Europe;March 12, 2020;1;1;;;Suffocation;At the an airport detention centre run by the border service, Lisbon, Portugal - 2 days after arrival and denied entry.;Reuters, Portugal Resident, Hromadske International;38.775593600000, -9.135366700000
52931;Mediterranean;March 12, 2020;8;;2;1;Drowned;Off the coast of Larache, Morocco;Caminando Fronteras;35.189860435378, -6.173145606543
53794;US-Mexico Border;March 11, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.331803200000, -112.524509300000
52938;Mediterranean;March 10, 2020;20;;;;Drowned;Off the coast of El Haouaria, Nabeul, Tunisia;Affar Italiani;36.433337091781, 10.743388161963
52924;US-Mexico Border;March 10, 2020;1;;1;;Accident;El Paso, El paso County, Texas, USA;US Customs and Border Protection;31.761877800000, -106.485021700000
53843;Sub-Saharan Africa;March 10, 2020;1;1;;;Vehicle Accident;Dirkou, Niger;IOM Niger;19.004818100000, 13.081790300000
53763;US-Mexico Border;March 09, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.955518400000, -112.100307300000
54596;US-Mexico Border;March 09, 2020;1;;1;;Drowned;Colorado River near 9th street, Yuma, Yuma County, Arizona, USA;Yuma County Medical Examiner;32.698870000000, -114.728688000000
53792;US-Mexico Border;March 09, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.923968200000, -112.150236500000
53851;Europe;March 09, 2020;1;1;;1;Vehicle Accident;On the railway tracks around Metz, France.;Calais Migrants Solidarity;49.119308900000, 6.175715600000
53791;US-Mexico Border;March 09, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057701900000, -112.143021500000
53764;US-Mexico Border;March 09, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.955518400000, -112.100307300000
53790;US-Mexico Border;March 09, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.923968200000, -112.150236500000
53769;US-Mexico Border;March 08, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.923968200000, -112.150236500000
53704;Central America;March 08, 2020;1;1;;;Killed;Filo de Caballos, Guerrero, Mexico;Sur Acapulco;17.648055400000, -99.843888800000
52923;Europe;March 08, 2020;1;;;;Drowned;Evros/Meriç river, near Feres, Greece;Ekathimerini;40.904620957060, 26.255972451953
53793;US-Mexico Border;March 08, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.923968200000, -112.150236500000
53770;US-Mexico Border;March 08, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057701900000, -112.143021500000
53869;Central America;March 07, 2020;1;1;;;Vehicle accident;Chihuahua, Chihuahua, Mexico;Noticias Locales;28.632995700000, -106.069100400000
52922;US-Mexico Border;March 07, 2020;1;1;;;Drowned;Body recovered from the Río Bravo at Nuevo Laredo, Tamaulipas, Mexico;Noticias Reynosa;27.496971556610, -99.528372819946
52916;Middle East;March 04, 2020;1;1;;;Violent death; Pazarkule/Kastanies border crossing point in Edirme, Turkey (Greece-Turkey border);Amnesty International, Reuters, Sky News;41.653293317250, 26.490217925500
52920;US-Mexico Border;March 04, 2020;1;;;;Unknown;Ranch near Falfurrias, Brooks County, Texas, USA;US Border Patrol, ABC;27.226987200000, -98.144171400000
54777;North Africa;March 03, 2020;26;;;;Presume drowned;Left from Dakhla, Morocco with the Canary Islands as presumed destination, disappeared without a trace;Alarm Phone;25.817437948693, -16.791671993750
53722;Mediterranean;March 02, 2020;3;;1;2;Drowned;Off the coast of Sivrice Beach, Ayvacık/Çanakkale, Turkey;IOM Turkey, Turkey Coast Guard;39.485655900000, 26.336954600000
52919;US-Mexico Border;March 02, 2020;4;2;;;Drowned;Two bodies recovered from the Río Bravo. One between Diaz Ordaz and Reynosa and one at Reynosa, Tamaulipas, Mexico.;La Verdad, La Tarde, US Border Patrol, KSAT;26.162714815612, -98.394712116602
52907;Mediterranean;March 02, 2020;1;1;;1;Drowned;Off the coast of Lesbos, Greece;Hellenic Coast Guard, Reuters, RT Arabic;39.271420260806, 26.392377099805
52915;Europe;March 02, 2020;1;1;;;Violent death;At the Greece-Turkey border close to Enez, Edirme, Turkey;Amnesty International, Forensic Architecture, Middle East Monitor;40.811285042098, 26.163666979431
52921;US-Mexico Border;March 02, 2020;1;1;;;Drowned;Body recoverd from the Río Bravo at Camargo, Tamaulipas, Mexico;La Tarde;26.365243061712, -98.815929094043
53690;Sub-Saharan Africa;March 01, 2020;10;;;;Drowned;Between Anjouan, Comoros and Mayotte, France;Le Marin;-12.532785188293, 44.747424369531
53698;Europe;February 29, 2020;1;;1;;Unknown;Evros/Meriç river, south of Edirne, Greece-Turkey border;Amnesty International;41.604045565332, 26.595317966782
53761;US-Mexico Border;February 28, 2020;1;1;;;Violent death;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.896555000000, -111.137962900000
52906;Europe;February 28, 2020;3;3;;;Presumed suffocation;Bodies recovered at Volvi, Thessaloniki, Greece;Ethnos;40.665383100000, 23.525231900000
52914;US-Mexico Border;February 28, 2020;3;;;;Drowned;Unspecified location around 1 mile off the shore of Del Mar, San Diego County, California, USA;US Customs and Border Protection;32.959489100000, -117.265314600000
52909;North Africa;February 27, 2020;1;1;;;Unknown;Unspecified location close to Matorral, Castillo del Romeral, Gran Canaria, Spain;El País, Diario Siglo XXI;27.800645499852, -15.438462005127
53759;US-Mexico Border;February 26, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.193718800000, -112.760184300000
54290;South America;February 26, 2020;1;;1;;Violent death;Pantanos de la Villa, Chorrillos 15067, Peru;AmericaTV;-12.217399300000, -76.985719200000
54350;Mediterranean;February 25, 2020;1;;;;Drowned;Unspecified location off the coast of Libya - disembarked at Zuwara, Libya;IOM Libya;32.950736057413, 12.085780846094
54642;Horn of Africa;February 25, 2020;1;1;;;shot or beaten to death by police;At the market in Bosaso, Somalia;IOM Somalia;11.275540700000, 49.187899400000
53757;US-Mexico Border;February 25, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.002366000000, -112.706249700000
53755;US-Mexico Border;February 24, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.331803200000, -112.524509300000
52905;US-Mexico Border;February 24, 2020;1;1;;;Drowned;Rio Bravo, near El Cenizo, Texas ;Notiviza Tamaulipas, Milenio, and Hoy Tamaulipas;27.332155800000, -99.503713400000
54210;US-Mexico Border;February 24, 2020;1;1;;;Drowned;Rio Bravo, Nuevo Laredo, Tamaulipas, Mexico;Radio Limón;27.496057934676, -99.525883729980
54641;Horn of Africa;February 24, 2020;1;1;;;Violent death;Near Bosaso entry checkpoint, Somalia;IOM Somalia;11.275540700000, 49.187899400000
52900;Europe;February 22, 2020;2;;;;Vehicle accident;Near Gramsh, Albania;AP;40.863368361417, 20.185724642006
52910;Mediterranean;February 22, 2020;1;1;;;Drowned;Body recovered 10 miles off Palma Bay, Palma de Mallorca, Spain;Última Hora;39.569600500000, 2.650160300000
52904;US-Mexico Border;February 21, 2020;1;1;;;Pressumed exposure;Unspecified location in Falfurrias, Brooks County, Texas;El Mañana;27.226987200000, -98.144171400000
52899;South America;February 20, 2020;1;1;;1;Sickness;Near Pamplona, Norte de Santander, Colombia;El Nacional;7.378230000000, -72.650336900000
52903;US-Mexico Border;February 19, 2020;1;;;;Unknown;Kingsville, Kleburg, Texas;El Mañana;27.515868900000, -97.856109000000
54736;US-Mexico Border;February 18, 2020;1;1;;;Unknown;El Ceibo, Tabasco, Mexico;Instituto Nacional de Migración (Grupos Beta);17.266666900000, -91.000000100000
53813;US-Mexico Border;February 18, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.425385400000, -110.298735900000
53784;US-Mexico Border;February 18, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.151631900000, -112.349360300000
52895;Southeast Asia;February 18, 2020;1;;1;;Vehicle Accident;Ratthaphum-Hat Yai Road in Tambon Tha Chang of Bang Kham district, Thailand - travelling from the Cambodian border to Songkhla province in southern Thailand;Bangkok Post, Khmer Times;7.980647300000, 99.500614300000
53783;US-Mexico Border;February 18, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.331803200000, -112.524509300000
52894;North Africa;February 17, 2020;14;;;2;Drowned;Off the coast of Dakhla, Morocco - en route to the Canary Islands, Spain;Alarm Phone, Caminando Fronteras;24.511272338990, -16.862474265116
52901;Europe;February 17, 2020;1;1;;;Presumed exposure;Near Tetovo village of Vejce, North Macedonia;North Macedonian Ministry of the Interior;42.006911500000, 20.971526900000
53788;US-Mexico Border;February 15, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
53787;US-Mexico Border;February 15, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.377021100000, -113.165430700000
53786;US-Mexico Border;February 15, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.325149400000, -113.235480700000
53812;US-Mexico Border;February 15, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
53753;US-Mexico Border;February 15, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
53785;US-Mexico Border;February 15, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
52893;Mediterranean;February 14, 2020;1;1;;;Drowned;Remains recovered off the coast of Collo, west of Skikda, wilaya of Skikda, Algeria - departed from Mostaganem on 28 January en route to Spain;El Watan;37.059484353920, 6.618582917805
52911;Mediterranean;February 14, 2020;18;5;;;Drowned;Unknown location in the Central Mediterranean. Departed from Chetaibi, Annaba, Algeria. 4 bodies recovered on 27 February at Sidi Machrek and Cap Sirat beaches in Binzer, Tunisia amd one on 10 May at Mahdia, Tunisia.;IOM Algeria, IOM Tunisia, El Watan, El Khabar, Es-Salam Online;37.737329798464, 7.835872317188
54735;US-Mexico Border;February 11, 2020;1;;1;1;Unknown;In a hospital in Chiapas, Mexico;Instituto Nacional de Migración (Grupos Beta);16.756931800000, -93.129235300000
52883;Central America;February 11, 2020;1;1;;;Vehicle Accident;Federal highway La Tinaja-Cosoleacaque, Veracruz, Mexico;E-Consulta, El Sol de México;18.436161666740, -95.960317926108
54098;Middle East;February 11, 2020;1;1;;;Drowned;Evros/Meriç River, Ipsala District, Turkey;Gendarmerie General Command Turkey via IOM Turkey;40.940477898638, 26.358107509766
52882;Southeast Asia;February 11, 2020;65;3;12;;Drowned;Bay of Bengal, off the coast of Saint Martin's Island, Bangladesh;BBC, Reuters, UNHCR;20.627155726956, 92.341686188729
52887;US-Mexico Border;February 10, 2020;1;1;;;Vehicle Accident;Road near El Quemado, Maverick County, Texas, USA;Extra, El Mercurio;28.943172657006, -100.621777660710
52898;Europe;February 10, 2020;1;1;;;Unknown;Evros River, near Thourio, Greece;Athens Magazine;41.432732734770, 26.609532560693
52881;US-Mexico Border;February 10, 2020;3;;3;;Hypothermia;Laguna mountains, near the Ewiiaapaayp Indian Reservation, San Diego County, California, USA;US Border Patrol, San Diego County Medical Examiner;32.840370753891, -116.414121312760
52880;Mediterranean;February 09, 2020;1;;;;Drowned;Body recovered off the coast of Benabdelmalek Ramdane, near Mostaganem, Algeria;Réflexion;36.193033464956, 0.215419367276
52908;Mediterranean;February 09, 2020;91;;;;Drowned;Unspecified location around 40km north of Garabulli, Libya. Two bodies were recovered near Dafiniya, near Zliten, Libya.;Alarm Phone, IOM Libya, Associated Press;32.916163342657, 13.697440925781
52877;North Africa;February 08, 2020;9;7;2;;Hypothermia, Dehydration, Drowned;800km south of El Hierro, Canary Islands, Spain;Caminando Fronteras, eldiario.es;25.377246148104, -18.573617406250
54734;US-Mexico Border;February 08, 2020;1;;1;1;Unknown;In a hospital in Chiapas, Mexico;Instituto Nacional de Migración (Grupos Beta);16.756931800000, -93.129235300000
52876;Middle East;February 08, 2020;12;;;;Hypothermia;Mountain range in Çaldıran district, Van province, Turkey - near border with Iran;Europa Press, Hürriyet;39.142000000000, 43.913999900000
52875;Central America;February 08, 2020;1;1;;;Vehicle accident;Train tracks in Sayula de Alemán, Veracruz, Mexico;Al Calor Político, Diario del Istmo;17.881233200000, -94.960746100000
53781;US-Mexico Border;February 07, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.725322100000, -112.005521300000
52870;North Africa;February 06, 2020;5;;;;Vehicle accident;Road in Sabha, southwest Libya;IOM Libya;27.036540600000, 14.429023600000
53780;US-Mexico Border;February 06, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.331803200000, -112.524509300000
53779;US-Mexico Border;February 06, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.331803200000, -112.524509300000
53782;US-Mexico Border;February 04, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
52879;Central America;February 04, 2020;1;1;;;Vehicle accident;Train tracks near Comunidad Los Chinos, Salvador Alvarado, Sinaloa, Mexico;Luz Noticias, Línea Directa;25.525984979554, -108.166764309490
52869;Central America;February 04, 2020;1;;;;Vehicle Accident;Federal Road 180, near San Andrés Tuxtla, Veracruz, Mexico;El Universal, Reuters;18.442725594876, -95.242973796818
53991;South America;February 04, 2020;1;;1;;Sickness or lack of access to medicines;Los Ángeles, Bío Bío, Chile;La Tribuna;-37.462915900000, -72.361225100000
53778;US-Mexico Border;February 04, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
53777;US-Mexico Border;February 04, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
53776;US-Mexico Border;February 03, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.681146600000, -112.026135900000
52868;US-Mexico Border;February 03, 2020;2;2;;;Drowned;Pacific Ocean, north of the Imperial Beach coast,  San Diego County, California, USA;US Border Patrol, San Diego County Medical Examiner;32.601402755432, -117.152776836690
52867;US-Mexico Border;February 03, 2020;1;1;;;Drowned;Río Bravo, near Sullivan Sur, Díaz Ordaz, Tamaulipas, Mexico;Hoy Tamaulipas, El Mañana;26.233809546529, -98.579014675411
54733;US-Mexico Border;February 03, 2020;1;;;;Drowned;Rio Bravo, Coahuila, Mexico;Instituto Nacional de Migración (Grupos Beta);28.203119940220, -100.243553732030
53911;North Africa;February 02, 2020;2;;2;;Drowned;Plage Blanche, Guelmim, Morocco;Maroc Diplomatique, Le360.ma;28.992770368328, -10.600235179502
52861;Middle East;February 02, 2020;1;1;;;Hypothermia;Near Hacıbey stream, Derecik, Hakkâri province, Turkey - near border with Iraq;Milliyet, HaberTürk;37.072423000000, 44.324348000000
52866;Mediterranean;February 01, 2020;6;;;;Drowned;Off the coast of Mostaganem, Algeria;Le Quotidien d'Oran, El Watan;35.975292033894, 0.026091453352
52860;Central America;January 31, 2020;1;1;;;Vehicle accident;Train tracks in an unspecified location in Mexico;Proceso Digital, La Prensa;23.634501000000, -102.552784000000
54097;Middle East;January 31, 2020;2;2;;;Drowned;Remains recovered at the Immortality Island in the Evros/Meriç river, Meriç district, Turkey;Gendarmerie General Command Turkey via IOM Turkey;41.202950608726, 26.321371975098
53775;US-Mexico Border;January 30, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.695499500000, -112.008133900000
54096;Middle East;January 30, 2020;1;1;;;Drowned;Evros/Meriç River, Ipsala District, Turkey;Gendarmerie General Command Turkey via IOM Turkey;40.999711147267, 26.362570705566
53774;US-Mexico Border;January 29, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.071368500000, -112.159963900000
53773;US-Mexico Border;January 29, 2020;1;1;;;Violent death;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.637754200000, -111.453723500000
53772;US-Mexico Border;January 29, 2020;1;1;;;Violent death;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.637754200000, -111.453723500000
53870;US-Mexico Border;January 29, 2020;1;1;;;Vehicle accident;El Paso, Texas, USA;KFox14;31.761877800000, -106.485021700000
52823;South America;January 29, 2020;1;1;;;Drowned;Playa El Murciélago de Manta, Manabí province, Ecuador;El Comercio, TVC;-0.939061285528, -80.711961950945
52874;Central America;January 28, 2020;1;1;;;Vehicle accident;Train tracks in Sayula de Alemán, Veracruz, Mexico;Formato Siete, Noreste;17.881233200000, -94.960746100000
52814;US-Mexico Border;January 28, 2020;1;1;;;Drowned;Río Bravo, near Rancho Las Margaritas, Ejido San Isidro, Piedras Negras, Coahuila, Mexico;Zócalo, GMNoticias;28.878090172782, -100.599521771430
52813;US-Mexico Border;January 28, 2020;1;;;;Drowned;Río Bravo, near International Bridge II, Eagle Pass, Maverick County, Texas, USA;Zócalo;28.697333006013, -100.510196847620
52892;South America;January 28, 2020;1;1;;;Vehicle Accident;KM 340 of Carretera Panamericana Norte, near Distrito de Casma, Áncash, Perú;Andina, La República;-9.468165673086, -78.316531763908
52812;US-Mexico Border;January 28, 2020;1;1;;;Drowned;Río Bravo, near Ejido El Centinela, Piedras Negras, Coahuila, Mexico;La Prensa de Monclova, Zócalo;28.788763982162, -100.533543201090
53771;US-Mexico Border;January 28, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.677081000000, -111.312063000000
54732;US-Mexico Border;January 28, 2020;1;1;;;Unknown;Unspecified location in Coahuila, Mexico;Instituto Nacional de Migración (Grupos Beta);27.843300200000, -101.119713400000
52925;Sub-Saharan Africa;January 27, 2020;1;;1;;Violent death;Niger-Algeria border, near N’Guezzam, Algeria;IOM Niger;19.438952342166, 5.815740512500
53768;US-Mexico Border;January 26, 2020;1;1;;;Violent death;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.192124500000, -112.760369300000
52799;Mediterranean;January 25, 2020;5;;;;Drowned;One nautical mile off the coast of Mersin, Turkey;Turkish Coast Guard;36.751170397979, 34.646668995149
52798;Central America;January 25, 2020;1;1;;;Hit by train;Train tracks in Colonia Pakalná, Palenque, Chiapas, Mexico;"Cuarto Poder; Ecos Mayas";17.542064600000, -91.989376200000
53688;North Africa;January 23, 2020;2;1;;1;Sickness or lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter;Bani Walid, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);31.764020000000, 14.035110000000
52790;Europe;January 23, 2020;1;;;;Vehicle Accident;Road between Kavala and Amigdaleonas, east of Thessaloniki, Greece;IOM Greece, Kavala Web News;40.943226797007, 24.375423792928
53687;North Africa;January 23, 2020;2;1;;1;Sickness or lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter;Bani Walid, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);31.764020000000, 14.035110000000
52797;Southeast Asia;January 23, 2020;10;;1;;Drowned;Off the coast of Tanjung Medang, District of North Rupat, Bengkalis Regency, Riau Province, Indonesia - en route to Malaysia;VoA Indonesia, AFP;2.169159487437, 101.608538654060
53767;US-Mexico Border;January 23, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.291495800000, -111.363360600000
52796;US-Mexico Border;January 23, 2020;1;1;;;Drowned;Río Bravo, near the Rio Grande City – Camargo International Bridge, Camargo, Tamaulipas, Mexico;Milenio, La Tarde;26.365632678802, -98.802563874984
52795;Central America;January 23, 2020;1;1;;;Hit by train;Train tracks in San Juan Evangelista, Veracruz, Mexico;Al Calor Político;17.887207400000, -95.138674200000
53689;North Africa;January 23, 2020;1;;1;;Sickness or lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter;Timiaouine, Algeria;Mixed Migration Monitoring Mechanism Initiative (4Mi);20.434520000000, 1.809960000000
54366;South America;January 22, 2020;1;;1;;Stabbed;Carrera 80 con calle 65, Robledo, Medellin, Antioquia, Colombia;Alerta Paisa;6.273366900000, -75.592998900000
