ID;Region;date;num;num_men;num_women;num_children;cause;location;Information Source;Location Coordinates
53129;Sub-Saharan Africa;June 22, 2019;1;1;;;Sickness or lack of access to medicines, Violent death;Abidjan, Ivory Coast;Mixed Migration Monitoring Mechanism Initiative (4Mi);-4.024984000000, 5.348450000000
53127;Sub-Saharan Africa;June 21, 2019;1;;1;;Sickness or lack of access to medicines, Starvation, Sexual abuse;Ougadougou, Burkina Faso;Mixed Migration Monitoring Mechanism Initiative (4Mi);-1.521050000000, 12.368721000000
53126;Sub-Saharan Africa;June 21, 2019;1;;1;1;Violent death, Sexual abuse;Bobo Dioulasso, Burkina Faso;Mixed Migration Monitoring Mechanism Initiative (4Mi);-4.306153000000, 11.158826000000
51815;Europe;June 21, 2019;1;1;;;Vehicle accident;Train tracks near the town of Demir Kapija, train line Gevgelija-Skopje, North Macedonia;IOM Skopje, North Macedonia Ministry of Interior;41.421913300000, 22.254896900000
53125;Sub-Saharan Africa;June 21, 2019;1;1;;;Vehicle Accident;Sevare, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-4.095111000000, 14.522790000000
51792;US-Mexico Border;June 21, 2019;1;1;;;Drowned;Río Bravo, near Isla del Mudo, Piedras Negras, Coahuila, Mexico;Zócalo, La estrella de la noticia;28.711068100000, -100.513559000000
51806;US-Mexico Border;June 21, 2019;1;1;;;Vehicle Accident;Brackettville, Kinney County, Texas, USA;Zócalo, Informate;29.301948600000, -100.424271900000
53405;North Africa;June 21, 2019;1;;1;;Sickness or lack of access to medicines;Unspecified location in the desert, Sudan, near border with Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);20.293406000000, 26.087168000000
53128;Sub-Saharan Africa;June 21, 2019;1;1;;;unknown;Abidjan, Ivory Coast;Mixed Migration Monitoring Mechanism Initiative (4Mi);-4.024984000000, 5.348450000000
53404;Sub-Saharan Africa;June 20, 2019;1;1;;;Sickness or lack of access to medicines;Garin Kouka, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);12.959020000000, 3.512500000000
51802;US-Mexico Border;June 20, 2019;1;;;;Unknown;On the banks of the Río Bravo, near Normandy, Maverick County, Texas, USA;US Border Patrol, Reuters;28.908531900000, -100.633761400000
53124;Sub-Saharan Africa;June 20, 2019;1;1;;;unknown;Gossi, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-1.301118000000, 15.821342000000
51801;US-Mexico Border;June 20, 2019;1;1;;;Unknown;Ranch near Carrizo Springs, Dimmit County, Texas, USA;US Border Patrol, Reuters;28.522501600000, -99.839891300000
51820;Middle East;June 20, 2019;1;1;;;Vehicle accident;Roadway in Eskikoy village, Uzunkoruo, Edirne, Turkey;Hurriyet, Hur Gazette	;41.329800000000, 26.645200000000
51791;US-Mexico Border;June 20, 2019;1;1;;;Heart attack;KM83 in highway Piedras Negras-Laredo, Hidalgo, Coahuila, Mexico;Super Channel 12, Contrapunto, La Voz;27.823775400000, -99.974517400000
51790;US-Mexico Border;June 20, 2019;1;1;;;Unknown;Mountain area near Ocotillo, Imperial County, California, USA;El Heraldo, Tribuna, Imperial County Coroner's Office;32.757494400000, -115.982532000000
51788;Mediterranean;June 19, 2019;22;;;;Drowned;11 nautical miles north of Cape Tres Forcas, off the coast of Melilla, Spain (Alboran Sea);Caminando Fronteras, AP;35.856487686736, -3.086911218126
53403;North Africa;June 19, 2019;1;1;;;Harsh weather/lack of adequate shelter;Unspecified location in the desert, Sudan;Mixed Migration Monitoring Mechanism Initiative (4Mi);20.293406000000, 26.087168000000
53402;Sub-Saharan Africa;June 19, 2019;2;2;;;Vehicle Accident;Kuseri, Chad;Mixed Migration Monitoring Mechanism Initiative (4Mi);25.210110000000, 85.803540000000
53123;Sub-Saharan Africa;June 19, 2019;1;1;;1;Sickness or lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter;Bouake, Ivory Coast;Mixed Migration Monitoring Mechanism Initiative (4Mi);-5.033005000000, 7.686422000000
51799;US-Mexico Border;June 19, 2019;1;1;;;Unknown;Ranch near Carrizo Springs, Dimmit County, Texas, USA;US Border Patrol, Reuters;28.479950800000, -99.864724700000
52840;US-Mexico Border;June 18, 2019;1;1;;;Unknown;Canal, Winterhaven, Imperial County, California, USA;Imperial County Coroner's Office;32.729203679493, -114.646219327600
52567;South Asia;June 18, 2019;2;2;;;Violent death;Kurdistan, Iran;Mixed Migration Monitoring Mechanism Initiative (4Mi);36.048739000000, 45.809583000000
53121;Sub-Saharan Africa;June 17, 2019;2;;2;;Sickness or lack of access to medicines, Harsh weather/lack of adequate shelter;Accra, Ghana;Mixed Migration Monitoring Mechanism Initiative (4Mi);-0.185566000000, 5.597359000000
53401;North Africa;June 17, 2019;1;1;;;unknown;Unspecified location in Egypt, near border with Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);25.933266000000, 25.372929000000
53400;North Africa;June 17, 2019;2;1;1;;Sickness or lack of access to medicines, Starvation, Dehydration;Unspecified location in the desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);25.492777000000, 16.534439000000
51851;Europe;June 17, 2019;1;1;;;Drowned;Kolpa/Kupa river, near Breg, Črnomelj, Slovenia;Slovenian Police via IOM Slovenia, 24ur.com;45.445807569624, 15.129590885306
51761;Mediterranean;June 17, 2019;12;7;2;3;Drowned;Off the coast of Bodrum, Turkey;Turkish Coast Guard;36.961190531455, 27.400403872975
53114;Sub-Saharan Africa;June 16, 2019;2;;2;;Sickness or lack of access to medicines;Sikasso, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-5.691763000000, 11.316677000000
51786;Central America;June 16, 2019;1;1;;;Vehicle accident, Violent death;Train tracks near Colonia Simeprode, Salinas Victoria, Nuevo León, Mexico;ABC Noticias, El Heraldo, El Tiempo;25.964513650073, -100.280354833450
52566;Southeast Asia;June 16, 2019;1;;1;;Unknown;Bangkok, Thailand;Mixed Migration Monitoring Mechanism Initiative (4Mi);13.747098000000, 100.727069000000
53116;Sub-Saharan Africa;June 16, 2019;4;;4;4;Vehicle Accident;Bamako, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-7.995856000000, 12.617282000000
52563;South Asia;June 15, 2019;1;;1;1;Starvation, Dehydration, Violent death, Sexual abuse;Yoma Mountain, Rakhine State, Myanmar;Mixed Migration Monitoring Mechanism Initiative (4Mi);18.934699000000, 94.693844000000
53024;North Africa;June 15, 2019;1;;1;1;Vehicle Accident;Unspecified location in the Sahara desert, Sudan;Mixed Migration Monitoring Mechanism Initiative (4Mi);18.448899000000, 26.220845000000
53120;Sub-Saharan Africa;June 15, 2019;1;;1;;Sexual abuse;Abidjan, Ivory Coast;Mixed Migration Monitoring Mechanism Initiative (4Mi);-4.024984000000, 5.348450000000
53023;North Africa;June 15, 2019;2;1;1;1;Sickness or lack of access to medicines, Violent death, Sexual abuse;Small cave in an unspecified location in the Sahara desert, Sudan;Mixed Migration Monitoring Mechanism Initiative (4Mi);18.448899000000, 26.220845000000
52839;US-Mexico Border;June 15, 2019;1;1;;;Drowned;Central Main Canal, El Centro, Imperial County, California, USA;Imperial County Coroner's Office;32.769644102406, -115.593696092280
53113;Sub-Saharan Africa;June 15, 2019;1;1;;;Vehicle Accident;Bamako, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-7.995856000000, 12.617282000000
53119;Sub-Saharan Africa;June 15, 2019;1;1;;;Sickness or lack of access to medicines, Starvation, Dehydration;Ougadougou, Burkina Faso;Mixed Migration Monitoring Mechanism Initiative (4Mi);-1.521050000000, 12.368721000000
53118;Sub-Saharan Africa;June 15, 2019;2;;2;;unknown;Kayes, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-11.444687000000, 14.435103000000
52565;Southeast Asia;June 15, 2019;3;1;2;1;Sickness or lack of access to medicines, Starvation;Bangkok, Thailand;Mixed Migration Monitoring Mechanism Initiative (4Mi);13.740268000000, 100.400762000000
53399;Sub-Saharan Africa;June 15, 2019;1;1;;1;Starvation, Dehydration;Unspecified location, in desert near border with Libya, Chad;Mixed Migration Monitoring Mechanism Initiative (4Mi);22.872291000000, 16.342173000000
52564;South Asia;June 15, 2019;6;2;2;2;Sickness or lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter, Suffocation;Chittagong Division, Bangladesh;Mixed Migration Monitoring Mechanism Initiative (4Mi);22.355284000000, 91.856342000000
51843;US-Mexico Border;June 15, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA (see coordinates for exact location);Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
53122;Sub-Saharan Africa;June 15, 2019;1;1;;;Unknown;Ndjamena, Chad;Mixed Migration Monitoring Mechanism Initiative (4Mi);15.056086000000, 12.128946000000
51760;US-Mexico Border;June 15, 2019;1;1;;;Drowned;Río Bravo, near Campo Águilas, Piedras Negras, Coahuila, Mexico;La Rancherita del Aire, Zócalo;28.711767096835, -100.508585084100
53115;Sub-Saharan Africa;June 14, 2019;2;2;;;Vehicle Accident;Bamako, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-7.995856000000, 12.617282000000
51759;Central America;June 14, 2019;1;;1;1;Violent death;KM26+300 in highway Villahermosa–Coatzacoalcos, near Agua Dulce, Coatzacoalcos, Veracruz, Mexico;La Jornada, Washington Post;18.054193729713, -94.135662914059
51827;US-Mexico Border;June 14, 2019;1;;1;;Malnutrition;Unspecified location in the desert in Pima County, Arizona, USA;El Periódico, Debate, Prensa Libre;32.001238000000, -111.945235500000
51842;US-Mexico Border;June 13, 2019;1;1;;;Hanging;Pima County jurisdiction, Arizona, USA (see coordinates for exact location);Pima County Office of the Medical Examiner;31.850965100000, -112.002645600000
53397;North Africa;June 13, 2019;2;2;;;Vehicle Accident;Unspecified location in the desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);23.845940000000, 21.835454000000
53111;Sub-Saharan Africa;June 13, 2019;1;1;;;Unknown;Sokoto, Nigeria;Mixed Migration Monitoring Mechanism Initiative (4Mi);5.246401000000, 13.003318000000
53117;Sub-Saharan Africa;June 13, 2019;1;1;;;Sickness or lack of access to medicines, Starvation, Dehydration;Abidjan, Ivory Coast;Mixed Migration Monitoring Mechanism Initiative (4Mi);-4.024984000000, 5.348450000000
53398;North Africa;June 13, 2019;3;1;2;2;Sickness or lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Bani Walid, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);31.764020000000, 14.035110000000
51752;US-Mexico Border;June 12, 2019;2;1;1;1;Drowned;Lower Valley canal, at the 700 block of S. Zaragoza Road and S Americas Avenue, El Paso, El Paso County, Texas, USA;La Jornada, CBS, El Paso Times;31.674166602670, -106.337425829110
51758;Europe;June 12, 2019;1;1;;;Drowned;Una river, near Cazin, Una-Sana Canton, Bosnia and Herzegovina;N1, UNHCR;44.905913352022, 15.956558922158
53396;Sub-Saharan Africa;June 12, 2019;2;1;1;;Dehydration, Violent death;Garin Kouka, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);12.959020000000, 3.512500000000
53112;Sub-Saharan Africa;June 12, 2019;1;;1;;Sickness or lack of access to medicines;Ougadougou, Burkina Faso;Mixed Migration Monitoring Mechanism Initiative (4Mi);-1.521050000000, 12.368721000000
51757;US-Mexico Border;June 12, 2019;1;;1;;Sickness or lack of access to medicines;17 miles west of Lukeville, Pima County, Arizona, USA;Search Continues After Young Girl Found Deceased West of Lukeville;31.915388342452, -112.925537843590
51755;Mediterranean;June 12, 2019;5;5;;;Drowned, Dehydration;Alboran Sea, 22 miles south of Motril, Granada, Spain;Caminando Fronteras, Diario Sur;36.141836728757, -3.461884254273
51907;Europe;June 12, 2019;1;1;;;Drowned;Kolpa/Kupa river, near Vukovci, Črnomelj, Slovenia;IOM Slovenia, UNHCR, 24ur.com;45.428570424356, 15.227211399631
51751;Central America;June 11, 2019;1;1;;;Heart attack;Near INM border checkpoint in Tapachula-Huehuetán, Chiapas, Mexico;El Universal, El Financiero;15.019419000000, -92.380846500000
54634;Horn of Africa;June 11, 2019;1;1;;;Violent death;Bosaso, Somalia;IOM Somalia;11.275540700000, 49.187899400000
51754;Mediterranean;June 11, 2019;7;1;6;2;Drowned;In the area of Pamfyla, 2.5 miles off the port of Mytilene, Lesvos, Greece;IOM Greece;39.123278724880, 26.616327698621
51841;US-Mexico Border;June 10, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA (see coordinates for exact location);Pima County Office of the Medical Examiner;32.443831900000, -111.795219200000
53022;North Africa;June 10, 2019;1;;1;;Harsh weather/lack of adequate shelter, Violent death, Sexual abuse;Atbara, Sudan;Mixed Migration Monitoring Mechanism Initiative (4Mi);17.690454000000, 34.042331000000
51785;Mediterranean;June 10, 2019;1;1;;;Drowned;Fell overboard from boat in the Gibraltar Strait, between Tangiers and Tarifa, Spain;Alarm Phone;35.898974661168, -5.768592626737
51750;US-Mexico Border;June 10, 2019;1;1;;;Drowned;Body recovered from canal in the 6000 block of Upper Valley Road, El Paso, El Paso County, Texas, USA;El Paso Times;31.870028153990, -106.611635129640
51749;US-Mexico Border;June 10, 2019;3;3;;;Drowned;Bodies recovered from a storm water drain near Ascarate Park, next to the César Chávez Border Highway by Fonseca Drive, El Paso, El Paso County, Texas, USA;El Paso Times;31.675628311792, -106.333742785180
53025;North Africa;June 10, 2019;2;;2;;Violent death, Sexual abuse;Atbara, Sudan;Mixed Migration Monitoring Mechanism Initiative (4Mi);17.690454000000, 34.042331000000
51753;North Africa;June 09, 2019;1;1;;;Sickness or lack of access to medicines;Afrah camp, near Nador, Morocco;Association Marocaine des Droits Humains - Section Nador;35.138187621749, -2.970536364294
51780;Mediterranean;June 09, 2019;1;1;;;Drowned;Body recovered on Kaf Lasfar beach, municipality of Achaâcha, Mostaganem, Algeria;Réflexion, Le Soir d'Algérie;36.307409824707, 0.578667130967
52561;Southeast Asia;June 09, 2019;1;;1;;Sickness or lack of access to medicines;Unspecified location in the jungle, Thailand;Mixed Migration Monitoring Mechanism Initiative (4Mi);5.875992000000, 101.823185000000
53395;North Africa;June 09, 2019;1;;1;;Sickness or lack of access to medicines;Kufra, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);23.848018000000, 21.993292000000
52560;Southeast Asia;June 09, 2019;4;2;1;1;Sickness or lack of access to medicines, Starvation, Dehydration;Songkhla Province, Thailand;Mixed Migration Monitoring Mechanism Initiative (4Mi);6.545068000000, 100.623352000000
53394;Sub-Saharan Africa;June 09, 2019;1;1;;;Sickness or lack of access to medicines;Garin Kouka, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);12.959020000000, 3.512500000000
53110;Sub-Saharan Africa;June 09, 2019;2;2;;1;unknown;Unspecified location in Burkina Faso;Mixed Migration Monitoring Mechanism Initiative (4Mi);-0.461620000000, 14.281303000000
53109;Sub-Saharan Africa;June 09, 2019;1;;1;;Sickness or lack of access to medicines;Ougadougou, Burkina Faso;Mixed Migration Monitoring Mechanism Initiative (4Mi);-1.521050000000, 12.368721000000
51782;Caribbean;June 09, 2019;32;1;;;Drowned;Unspecified location between Curaçao and Agüide, Falcón, Venezuela;El Pitazo, BBC, AFP;11.772904481353, -68.683061164736
53108;Sub-Saharan Africa;June 09, 2019;1;1;;;Vehicle Accident;Bamako, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-7.995856000000, 12.617282000000
53391;Sub-Saharan Africa;June 08, 2019;2;;2;;Violent death;Unspecified location, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);19.968086000000, 13.518697000000
52562;South Asia;June 08, 2019;3;3;;;Violent death, Violent death;Sistan and Baluchestan Province, Iran;Mixed Migration Monitoring Mechanism Initiative (4Mi);30.152124000000, 60.739341000000
53390;Sub-Saharan Africa;June 08, 2019;2;;2;;Violent death;Dao, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);21.706642000000, 13.773611000000
53389;North Africa;June 08, 2019;1;1;;;Violent death;Qatrun, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);24.934383000000, 14.633161000000
53388;Sub-Saharan Africa;June 08, 2019;1;1;;;Sickness or lack of access to medicines;Unspecified location, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);19.968086000000, 13.518697000000
53393;Sub-Saharan Africa;June 08, 2019;1;1;;;Starvation, Dehydration;Garin Kouka, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);12.959020000000, 3.512500000000
51748;US-Mexico Border;June 08, 2019;1;;1;;Drowned;Body found in a canal along Passmore Road, Socorro, El Paso County, Texas, USA;El Paso Times;31.622061900000, -106.276080000000
53392;Sub-Saharan Africa;June 08, 2019;3;3;;;Dehydration, Suffocation;Dao, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);21.706642000000, 13.773611000000
51746;US-Mexico Border;June 07, 2019;1;1;;;Unknown;Ranch near Carrizo Springs, Dimmit County, Texas, USA;US Border Patrol;28.521344741450, -99.975967145312
51840;US-Mexico Border;June 07, 2019;1;1;;;Sickness or lack of access to medicines;Pima County jurisdiction, Arizona, USA (see coordinates for exact location);Pima County Office of the Medical Examiner;31.978130900000, -112.265964000000
52838;US-Mexico Border;June 07, 2019;1;1;;;Unknown;All American Canal, Calexico, Imperial County, California, USA;Imperial County Coroner's Office;32.667714005505, -115.527679595980
52559;Southeast Asia;June 07, 2019;2;2;;;Sickness or lack of access to medicines, Dehydration;Yangon Division, Myanmar ;Mixed Migration Monitoring Mechanism Initiative (4Mi);16.909762000000, 96.556366000000
53387;Sub-Saharan Africa;June 07, 2019;1;1;;;Starvation, Dehydration;Unspecified location, chad desert near to libyan border, Chad;Mixed Migration Monitoring Mechanism Initiative (4Mi);21.524523000000, 18.303248000000
51747;US-Mexico Border;June 07, 2019;2;2;;;Drowned;Río Bravo, near Eagle Pass Bridge No. 1, Eagle Pass, Maverick County, Texas, USA;US Border Patrol;28.706046434039, -100.511775809540
51769;Mediterranean;June 07, 2019;3;2;1;;Drowned;Bodies recovered near Mostaganem, Algeria;Réflexion, Le Quotidian d'Oran, El Watan, Liberté;36.049699220264, 0.071778692404
53107;Sub-Saharan Africa;June 06, 2019;1;1;;;Sickness or lack of access to medicines;Cotonou, Benin;Mixed Migration Monitoring Mechanism Initiative (4Mi);2.387595000000, 6.369104000000
53106;Sub-Saharan Africa;June 06, 2019;1;;1;1;Sickness or lack of access to medicines;Koupela, Burkina Faso;Mixed Migration Monitoring Mechanism Initiative (4Mi);-0.351305000000, 12.179216000000
51767;Mediterranean;June 06, 2019;1;1;;;Drowned;Body recovered 2 miles off the coast of Ouréah, west of Mostaganem, Algeria;Réflexion, Le Quotidian d'Oran, El Watan;35.885838717654, 0.008840051280
52558;South Asia;June 06, 2019;1;1;;1;Sickness or lack of access to medicines, Dehydration;Rakhine State, Myanmar;Mixed Migration Monitoring Mechanism Initiative (4Mi);21.049020000000, 92.519601000000
51745;US-Mexico Border;June 05, 2019;1;;1;;Dehydration;Ranch near Carrizo Springs, Dimmit County, Texas, USA;US Border Patrol;28.461656364922, -99.915542340625
51739;US-Mexico Border;June 05, 2019;6;6;;;Vehicle Accident;Highway 77 near Robstown, Nueces County, Texas;AP, KIII TV South Texas, El Diario.mx;27.779169200000, -97.664032000000
51737;US-Mexico Border;June 04, 2019;1;1;;;Dehydration;Ranch near USBP checkpoint on U.S. Highway 281 near Falfurrias, Brooks County, Texas, USA;Nuevaya;27.205285500000, -98.144746300000
52670;US-Mexico Border;June 04, 2019;1;;1;;Unknown;Near Eagle Pass, Texas, USA;CNN;28.720512236168, -100.502868796850
53105;Sub-Saharan Africa;June 04, 2019;1;;1;;Sickness or lack of access to medicines;Bamako, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-7.995856000000, 12.617282000000
51839;US-Mexico Border;June 04, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA (see coordinates for exact location);Pima County Office of the Medical Examiner;31.818892800000, -111.544109600000
51738;US-Mexico Border;June 04, 2019;1;1;;;Drowned;Río Bravo, near KM14 of Carretera Nacional, southeast of Nuevo Laredo, Tamaulipas, Mexico;Hoy Tamaulipas, El Sol de Tampico;27.372516048768, -99.504941041992
51736;US-Mexico Border;June 03, 2019;1;;1;;Unknown;Hospital in Eagle Pass, Maverick County, Texas, shortly after crossing the US-Mexico border;US Border Patrol;28.709143300000, -100.499521400000
51744;US-Mexico Border;June 03, 2019;1;;1;;Unknown;Barry M. Goldwater Firing Range, Yuma, Yuma County, Arizona, USA;US Border Patrol;32.727036699948, -114.757467600980
51838;US-Mexico Border;June 03, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA (see coordinates for exact location);Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
51836;US-Mexico Border;June 03, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA (see coordinates for exact location);Pima County Office of the Medical Examiner;32.057701900000, -112.143021500000
53386;North Africa;June 03, 2019;2;1;1;;Sickness or lack of access to medicines, Starvation;Sabratha, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);38.120720000000, 13.307010000000
51837;US-Mexico Border;June 03, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA (see coordinates for exact location);Pima County Office of the Medical Examiner;32.331803200000, -112.524509300000
52557;South Asia;June 03, 2019;1;1;;;Dehydration;Rakhine State, Myanmar;Mixed Migration Monitoring Mechanism Initiative (4Mi);21.147579000000, 92.599273000000
51826;Mediterranean;June 02, 2019;1;;;;Drowned;Off the coast of Cabo Negro, near Tetouan, Morocco;Hespress;35.687246560964, -5.232161017927
51735;US-Mexico Border;June 02, 2019;1;1;;;Seizure;Hospital in Roma, Starr County, Texas, shortly after crossing the US-Mexico border;US Border Patrol;26.408852300000, -99.015655400000
51734;Mediterranean;June 02, 2019;27;;1;1;Drowned;Off the coast of Garaboli, Libya;IOM Libya;33.374467702070, 13.828666325454
53021;Horn of Africa;June 02, 2019;1;;1;1;Drowned;Off the coast of Obock, Djibouti;Mixed Migration Monitoring Mechanism Initiative (4Mi);11.957259000000, 43.304581000000
51743;Caribbean;June 02, 2019;8;;1;;Drowned;22 miles off Punta de los Nidos, near Cabeza de Toro, La Altagracia, Dominican Republic;Listin Diario, Revista 110;18.821146904764, -68.185477750000
52694;US-Mexico Border;June 02, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;33.291796800000, -112.429146400000
53385;North Africa;June 02, 2019;2;2;;;Vehicle Accident;Unspecified location in the desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);23.845940000000, 21.835454000000
52556;Southeast Asia;June 01, 2019;2;2;;;Vehicle Accident;West Java, Indonesia;Mixed Migration Monitoring Mechanism Initiative (4Mi);-6.950265000000, 108.193411000000
53384;North Africa;June 01, 2019;1;1;;;Sickness or lack of access to medicines;Unspecified location in the desert, Libya near border with Sudan;Mixed Migration Monitoring Mechanism Initiative (4Mi);20.766688000000, 24.109618000000
51727;US-Mexico Border;June 01, 2019;1;;1;;Dehydration;Ranch near USBP checkpoint on U.S. Highway 281 near Falfurrias, Brooks County, Texas, USA;Brooks County Sheriff's Office via Breitbart;27.115536289687, -98.089773822813
51835;US-Mexico Border;June 01, 2019;1;;1;;Unknown;Pima County jurisdiction, Arizona, USA (see coordinates for exact location);Pima County Office of the Medical Examiner;31.700991800000, -111.880972400000
53018;North Africa;May 31, 2019;3;3;;;Violent death;Bani Walid, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);31.718439000000, 14.108230000000
53017;North Africa;May 31, 2019;2;2;;;Sickness or lack of access to medicines, Starvation, Violent death;Bani Walid, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);31.718439000000, 14.108230000000
53016;North Africa;May 31, 2019;2;1;1;;Harsh weather/lack of adequate shelter, Vehicle Accident;Unspecified location in the Sahara desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);24.663612000000, 21.384746000000
53020;North Africa;May 31, 2019;1;1;;;Violent death;Ajdabiya, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);29.864464000000, 20.385981000000
53019;North Africa;May 31, 2019;4;1;1;;Violent death, Violent death;Unspecified location on the Egypt-Libya border;Mixed Migration Monitoring Mechanism Initiative (4Mi);23.106927000000, 24.994368000000
51731;US-Mexico Border;May 31, 2019;1;1;;;Drowned;Río Bravo, near International Bridge II Juárez-Lincoln, Nuevo Laredo, Tamaulipas, Mexico;Hoy Tamaulipas, El Mañana;27.499954647757, -99.502177618843
51730;US-Mexico Border;May 30, 2019;1;1;;;Vehicle accident;Interstate highway I-10, near Executive Center Boulevard, El Paso, El Paso County, Texas, USA;El Diario de El Paso, KFOX 14, El Paso Times;31.792982500000, -106.519869700000
51784;US-Mexico Border;May 30, 2019;1;1;;;unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.972808100000, -111.298472400000
52837;US-Mexico Border;May 30, 2019;1;1;;;Drowned;Canal, Calexico, Imperial County, California, USA;Imperial County Coroner's Office;32.678947600000, -115.498883400000
51779;US-Mexico Border;May 29, 2019;1;1;;;Vehicle accident;Interstate highway I-10, near Executive Center Boulevard, El Paso, El Paso County, Texas, USA;El Diario de El Paso, KFOX 14, El Paso Times;31.792900428498, -106.519687309790
51733;Mediterranean;May 29, 2019;2;2;;;Drowned;Off the coast of Cap Spartel, Tangiers, Morocco, in the Gibraltar Strait;Caminando Fronteras;35.868743207134, -5.939018317814
51783;US-Mexico Border;May 29, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
54262;Southeast Asia;May 29, 2019;3;3;;;Poisoning;Close to Thanonthongchai village, Mae Lamao subdistrict, Mae Sot district, Tak province, Thailand;Manager Online, Channel 3 Thailand, Thairath, Nakornmaesotnews, Khaosod;16.813006700000, 98.741121900000
51781;US-Mexico Border;May 28, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.019116400000, -112.284176700000
53015;North Africa;May 27, 2019;1;1;;;Sickness or lack of access to medicines, Violent death;Ajdabiya, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);29.864464000000, 20.385981000000
53014;North Africa;May 27, 2019;1;1;;;Starvation, Violent death;Tripoli, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);32.829024000000, 13.205116000000
52855;Middle East;May 27, 2019;1;1;;;Drowned;Evros/Meriç river, Kurdu, Uzunköprü district, Edirne, Turkey;Akşam, Takvim;41.326775039502, 26.600055380526
51722;US-Mexico Border;May 26, 2019;1;1;;;Drowned;Río Bravo, near Guardado de Abajo, Tamaulipas, Mexico;El Mañana, La Tarde, El Cinco;26.369909305525, -98.938498098776
53013;Horn of Africa;May 26, 2019;1;;1;;Unknown;Dikhil, Djibouti;Mixed Migration Monitoring Mechanism Initiative (4Mi);11.103113000000, 42.368422000000
53012;Horn of Africa;May 26, 2019;1;1;;;Sickness or lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Hayu, Ethiopia, on border with Djibouti;Mixed Migration Monitoring Mechanism Initiative (4Mi);11.734882000000, 41.809897000000
51721;Central America;May 25, 2019;1;1;;;Heart attack;Unspecified location in Mexico City, Mexico;CiberCuba, Family of Gabriel Mora;19.432607700000, -99.133208000000
51871;Sub-Saharan Africa;May 25, 2019;3;3;;;Vehicle Accident, Dehydration;Desert near Agadez, Niger;airinfoagadez.com, Le Figaro, AFP;16.963380000000, 7.977338200000
52854;Middle East;May 25, 2019;1;1;;;Drowned;Evros/Meriç river, Enez district, Edirne, Turkey;Milliyet;40.729380637200, 26.080759291093
51787;US-Mexico Border;May 24, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057701900000, -112.143021500000
